Activity,Period Start,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Inspect Public Way Survey,09/03/2018,Week,10,4.88,91,09/03/2018 - 09/09/2018
Inspect Public Way Survey,08/27/2018,Week,10,2.01,116,08/27/2018 - 09/02/2018
Inspect Public Way Survey,08/20/2018,Week,10,2.46,141,08/20/2018 - 08/26/2018
Inspect Public Way Survey,08/13/2018,Week,10,3.24,125,08/13/2018 - 08/19/2018
Inspect Public Way Survey,08/06/2018,Week,10,2.43,136,08/06/2018 - 08/12/2018
Inspect Public Way Survey,07/30/2018,Week,10,2.14,118,07/30/2018 - 08/05/2018
Inspect Public Way Survey,07/23/2018,Week,10,2.26,145,07/23/2018 - 07/29/2018
Inspect Public Way Survey,07/16/2018,Week,10,2.05,124,07/16/2018 - 07/22/2018
Inspect Public Way Survey,07/09/2018,Week,10,2.53,146,07/09/2018 - 07/15/2018
Inspect Public Way Survey,07/02/2018,Week,10,3.74,67,07/02/2018 - 07/08/2018
Inspect Public Way Survey,06/25/2018,Week,10,1.99,113,06/25/2018 - 07/01/2018
Inspect Public Way Survey,06/18/2018,Week,10,2.37,132,06/18/2018 - 06/24/2018
Inspect Public Way Survey,06/11/2018,Week,10,2.54,122,06/11/2018 - 06/17/2018
Inspect Public Way Survey,06/04/2018,Week,10,2.11,132,06/04/2018 - 06/10/2018
Inspect Public Way Survey,05/28/2018,Week,10,2.91,111,05/28/2018 - 06/03/2018
Inspect Public Way Survey,05/21/2018,Week,10,2.86,110,05/21/2018 - 05/27/2018
Inspect Public Way Survey,05/14/2018,Week,10,2.2,137,05/14/2018 - 05/20/2018
Inspect Public Way Survey,05/07/2018,Week,10,2.19,134,05/07/2018 - 05/13/2018
Inspect Public Way Survey,04/30/2018,Week,10,2.77,139,04/30/2018 - 05/06/2018
Inspect Public Way Survey,04/23/2018,Week,10,2.68,140,04/23/2018 - 04/29/2018
Inspect Public Way Survey,04/16/2018,Week,10,2.36,117,04/16/2018 - 04/22/2018
Inspect Public Way Survey,04/09/2018,Week,10,2.47,101,04/09/2018 - 04/15/2018
Inspect Public Way Survey,04/02/2018,Week,10,11.65,86,04/02/2018 - 04/08/2018
Inspect Public Way Survey,03/26/2018,Week,10,2.52,87,03/26/2018 - 04/01/2018
Inspect Public Way Survey,03/19/2018,Week,10,2.69,124,03/19/2018 - 03/25/2018
Inspect Public Way Survey,03/12/2018,Week,10,2.95,149,03/12/2018 - 03/18/2018
Inspect Public Way Survey,03/05/2018,Week,10,2.29,88,03/05/2018 - 03/11/2018
Inspect Public Way Survey,02/26/2018,Week,10,4.17,129,02/26/2018 - 03/04/2018
Inspect Public Way Survey,02/19/2018,Week,10,4.28,109,02/19/2018 - 02/25/2018
Inspect Public Way Survey,02/12/2018,Week,10,3.47,84,02/12/2018 - 02/18/2018
Inspect Public Way Survey,02/05/2018,Week,10,1.99,45,02/05/2018 - 02/11/2018
Inspect Public Way Survey,01/29/2018,Week,10,2.27,100,01/29/2018 - 02/04/2018
Inspect Public Way Survey,01/22/2018,Week,10,5.28,88,01/22/2018 - 01/28/2018
Inspect Public Way Survey,01/15/2018,Week,10,2.82,89,01/15/2018 - 01/21/2018
Inspect Public Way Survey,01/08/2018,Week,10,10.12,79,01/08/2018 - 01/14/2018
Inspect Public Way Survey,01/01/2018,Week,10,2.38,42,01/01/2018 - 01/07/2018
Inspect Public Way Survey,12/25/2017,Week,10,3.25,42,12/25/2017 - 12/31/2017
Inspect Public Way Survey,12/18/2017,Week,10,3.27,104,12/18/2017 - 12/24/2017
Inspect Public Way Survey,12/11/2017,Week,10,3.77,106,12/11/2017 - 12/17/2017
Inspect Public Way Survey,12/04/2017,Week,10,2.29,105,12/04/2017 - 12/10/2017
Inspect Public Way Survey,11/27/2017,Week,10,3.19,110,11/27/2017 - 12/03/2017
Inspect Public Way Survey,11/20/2017,Week,10,3.23,75,11/20/2017 - 11/26/2017
Inspect Public Way Survey,11/13/2017,Week,10,2.39,108,11/13/2017 - 11/19/2017
Inspect Public Way Survey,11/06/2017,Week,10,2.45,81,11/06/2017 - 11/12/2017
Inspect Public Way Survey,10/30/2017,Week,10,1.79,83,10/30/2017 - 11/05/2017
Inspect Public Way Survey,10/23/2017,Week,10,2.87,107,10/23/2017 - 10/29/2017
Inspect Public Way Survey,10/16/2017,Week,10,1.95,112,10/16/2017 - 10/22/2017
Inspect Public Way Survey,10/09/2017,Week,10,2.42,112,10/09/2017 - 10/15/2017
Inspect Public Way Survey,10/02/2017,Week,10,2.09,110,10/02/2017 - 10/08/2017
Inspect Public Way Survey,09/25/2017,Week,10,2.1,106,09/25/2017 - 10/01/2017
Inspect Public Way Survey,09/18/2017,Week,10,1.95,110,09/18/2017 - 09/24/2017
Inspect Public Way Survey,09/11/2017,Week,10,43.2,106,09/11/2017 - 09/17/2017
Inspect Public Way Survey,09/04/2017,Week,10,2.84,121,09/04/2017 - 09/10/2017
Inspect Public Way Survey,08/28/2017,Week,10,3.44,85,08/28/2017 - 09/03/2017
Inspect Public Way Survey,08/21/2017,Week,10,2.43,113,08/21/2017 - 08/27/2017
Inspect Public Way Survey,08/14/2017,Week,10,1.96,106,08/14/2017 - 08/20/2017
Inspect Public Way Survey,08/07/2017,Week,10,2.19,111,08/07/2017 - 08/13/2017
Inspect Public Way Survey,07/31/2017,Week,10,2.3,117,07/31/2017 - 08/06/2017
Inspect Public Way Survey,07/24/2017,Week,10,2.03,123,07/24/2017 - 07/30/2017
Inspect Public Way Survey,07/17/2017,Week,10,2.11,102,07/17/2017 - 07/23/2017
Inspect Public Way Survey,07/10/2017,Week,10,1.96,125,07/10/2017 - 07/16/2017
Inspect Public Way Survey,07/03/2017,Week,10,2.9,87,07/03/2017 - 07/09/2017
Inspect Public Way Survey,06/26/2017,Week,10,2.28,133,06/26/2017 - 07/02/2017
Inspect Public Way Survey,06/19/2017,Week,10,2.15,126,06/19/2017 - 06/25/2017
Inspect Public Way Survey,06/12/2017,Week,10,2.02,138,06/12/2017 - 06/18/2017
Inspect Public Way Survey,06/05/2017,Week,10,2.58,147,06/05/2017 - 06/11/2017
Inspect Public Way Survey,05/29/2017,Week,10,2.77,88,05/29/2017 - 06/04/2017
Inspect Public Way Survey,05/22/2017,Week,10,2.97,109,05/22/2017 - 05/28/2017
Inspect Public Way Survey,05/15/2017,Week,10,2.02,117,05/15/2017 - 05/21/2017
Inspect Public Way Survey,05/08/2017,Week,10,2.66,119,05/08/2017 - 05/14/2017
Inspect Public Way Survey,05/01/2017,Week,10,2.04,133,05/01/2017 - 05/07/2017
Inspect Public Way Survey,04/24/2017,Week,10,2.13,120,04/24/2017 - 04/30/2017
Inspect Public Way Survey,04/17/2017,Week,10,2.91,141,04/17/2017 - 04/23/2017
Inspect Public Way Survey,04/10/2017,Week,10,2.49,108,04/10/2017 - 04/16/2017
Inspect Public Way Survey,04/03/2017,Week,10,2.23,109,04/03/2017 - 04/09/2017
Inspect Public Way Survey,03/27/2017,Week,10,1.76,97,03/27/2017 - 04/02/2017
Inspect Public Way Survey,03/20/2017,Week,10,2.07,91,03/20/2017 - 03/26/2017
Inspect Public Way Survey,03/13/2017,Week,10,2.12,85,03/13/2017 - 03/19/2017
Inspect Public Way Survey,03/06/2017,Week,10,2.71,102,03/06/2017 - 03/12/2017
Inspect Public Way Survey,02/27/2017,Week,10,1.95,75,02/27/2017 - 03/05/2017
Inspect Public Way Survey,02/20/2017,Week,10,2.12,100,02/20/2017 - 02/26/2017
Inspect Public Way Survey,02/13/2017,Week,10,2.03,98,02/13/2017 - 02/19/2017
Inspect Public Way Survey,02/06/2017,Week,10,10.9,80,02/06/2017 - 02/12/2017
Inspect Public Way Survey,01/30/2017,Week,10,4.32,87,01/30/2017 - 02/05/2017
Inspect Public Way Survey,01/23/2017,Week,10,1.95,97,01/23/2017 - 01/29/2017
Inspect Public Way Survey,01/16/2017,Week,10,2.41,90,01/16/2017 - 01/22/2017
Inspect Public Way Survey,01/09/2017,Week,10,2.49,78,01/09/2017 - 01/15/2017
Inspect Public Way Survey,01/02/2017,Week,10,2.44,64,01/02/2017 - 01/08/2017
Inspect Public Way Survey,12/26/2016,Week,10,3.4,75,12/26/2016 - 01/01/2017
Inspect Public Way Survey,12/19/2016,Week,10,2.09,41,12/19/2016 - 12/25/2016
Inspect Public Way Survey,12/12/2016,Week,10,2.03,68,12/12/2016 - 12/18/2016
Inspect Public Way Survey,12/05/2016,Week,10,1.91,89,12/05/2016 - 12/11/2016
Inspect Public Way Survey,11/28/2016,Week,10,2.52,85,11/28/2016 - 12/04/2016
Inspect Public Way Survey,11/21/2016,Week,10,2.38,76,11/21/2016 - 11/27/2016
Inspect Public Way Survey,11/14/2016,Week,10,2.79,132,11/14/2016 - 11/20/2016
Inspect Public Way Survey,11/07/2016,Week,10,2.05,77,11/07/2016 - 11/13/2016
Inspect Public Way Survey,10/31/2016,Week,10,2.15,94,10/31/2016 - 11/06/2016
Inspect Public Way Survey,10/24/2016,Week,10,2.23,118,10/24/2016 - 10/30/2016
Inspect Public Way Survey,10/17/2016,Week,10,2.42,137,10/17/2016 - 10/23/2016
Inspect Public Way Survey,10/10/2016,Week,10,2.43,89,10/10/2016 - 10/16/2016
Inspect Public Way Survey,10/03/2016,Week,10,2.1,84,10/03/2016 - 10/09/2016
Inspect Public Way Survey,09/26/2016,Week,10,2.31,133,09/26/2016 - 10/02/2016
Inspect Public Way Survey,09/19/2016,Week,10,2.08,133,09/19/2016 - 09/25/2016
Inspect Public Way Survey,09/12/2016,Week,10,2.36,119,09/12/2016 - 09/18/2016
Inspect Public Way Survey,09/05/2016,Week,10,2.84,117,09/05/2016 - 09/11/2016
Inspect Public Way Survey,08/29/2016,Week,10,2.64,135,08/29/2016 - 09/04/2016
Inspect Public Way Survey,08/22/2016,Week,10,4.28,103,08/22/2016 - 08/28/2016
Inspect Public Way Survey,08/15/2016,Week,10,2.38,121,08/15/2016 - 08/21/2016
Inspect Public Way Survey,08/08/2016,Week,10,4.22,144,08/08/2016 - 08/14/2016
Inspect Public Way Survey,08/01/2016,Week,10,12.34,119,08/01/2016 - 08/07/2016
Inspect Public Way Survey,07/25/2016,Week,10,6.47,177,07/25/2016 - 07/31/2016
Inspect Public Way Survey,07/18/2016,Week,10,2.82,101,07/18/2016 - 07/24/2016
Inspect Public Way Survey,07/11/2016,Week,10,3.16,125,07/11/2016 - 07/17/2016
Inspect Public Way Survey,07/04/2016,Week,10,2.9,104,07/04/2016 - 07/10/2016
Inspect Public Way Survey,06/27/2016,Week,10,2.98,124,06/27/2016 - 07/03/2016
Inspect Public Way Survey,06/20/2016,Week,10,3.84,132,06/20/2016 - 06/26/2016
Inspect Public Way Survey,06/13/2016,Week,10,2.93,126,06/13/2016 - 06/19/2016
Inspect Public Way Survey,06/06/2016,Week,10,3.83,110,06/06/2016 - 06/12/2016
Inspect Public Way Survey,05/30/2016,Week,10,3.11,112,05/30/2016 - 06/05/2016
Inspect Public Way Survey,05/23/2016,Week,10,2.46,137,05/23/2016 - 05/29/2016
Inspect Public Way Survey,05/16/2016,Week,10,2.94,123,05/16/2016 - 05/22/2016
Inspect Public Way Survey,05/09/2016,Week,10,3.3,135,05/09/2016 - 05/15/2016
Inspect Public Way Survey,05/02/2016,Week,10,2.42,124,05/02/2016 - 05/08/2016
Inspect Public Way Survey,04/25/2016,Week,10,3.61,142,04/25/2016 - 05/01/2016
Inspect Public Way Survey,04/18/2016,Week,10,5.02,133,04/18/2016 - 04/24/2016
Inspect Public Way Survey,04/11/2016,Week,10,2.58,113,04/11/2016 - 04/17/2016
Inspect Public Way Survey,04/04/2016,Week,10,2.46,121,04/04/2016 - 04/10/2016
Inspect Public Way Survey,03/28/2016,Week,10,2.46,114,03/28/2016 - 04/03/2016
Inspect Public Way Survey,03/21/2016,Week,10,2.68,107,03/21/2016 - 03/27/2016
Inspect Public Way Survey,03/14/2016,Week,10,2.4,123,03/14/2016 - 03/20/2016
Inspect Public Way Survey,03/07/2016,Week,10,2.46,96,03/07/2016 - 03/13/2016
Inspect Public Way Survey,02/29/2016,Week,10,6.71,113,02/29/2016 - 03/06/2016
Inspect Public Way Survey,02/22/2016,Week,10,2.28,146,02/22/2016 - 02/28/2016
Inspect Public Way Survey,02/15/2016,Week,10,2.69,104,02/15/2016 - 02/21/2016
Inspect Public Way Survey,02/08/2016,Week,10,9.6,67,02/08/2016 - 02/14/2016
Inspect Public Way Survey,02/01/2016,Week,10,51.9,131,02/01/2016 - 02/07/2016
Inspect Public Way Survey,01/25/2016,Week,10,6.59,90,01/25/2016 - 01/31/2016
Inspect Public Way Survey,01/18/2016,Week,10,4.49,67,01/18/2016 - 01/24/2016
Inspect Public Way Survey,01/11/2016,Week,10,3.1,86,01/11/2016 - 01/17/2016
Inspect Public Way Survey,01/04/2016,Week,10,3.7,84,01/04/2016 - 01/10/2016
Inspect Public Way Survey,12/28/2015,Week,10,2.33,39,12/28/2015 - 01/03/2016
Inspect Public Way Survey,12/21/2015,Week,10,3.01,85,12/21/2015 - 12/27/2015
Inspect Public Way Survey,12/14/2015,Week,10,18.4,117,12/14/2015 - 12/20/2015
Inspect Public Way Survey,12/07/2015,Week,10,2.1,100,12/07/2015 - 12/13/2015
Inspect Public Way Survey,11/30/2015,Week,10,3.91,99,11/30/2015 - 12/06/2015
Inspect Public Way Survey,11/23/2015,Week,10,4,71,11/23/2015 - 11/29/2015
Inspect Public Way Survey,11/16/2015,Week,10,3.83,139,11/16/2015 - 11/22/2015
Inspect Public Way Survey,11/09/2015,Week,10,2.86,107,11/09/2015 - 11/15/2015
Inspect Public Way Survey,11/02/2015,Week,10,3.76,119,11/02/2015 - 11/08/2015
Inspect Public Way Survey,10/26/2015,Week,10,2.58,116,10/26/2015 - 11/01/2015
Inspect Public Way Survey,10/19/2015,Week,10,5.77,126,10/19/2015 - 10/25/2015
Inspect Public Way Survey,10/12/2015,Week,10,3.01,113,10/12/2015 - 10/18/2015
Inspect Public Way Survey,10/05/2015,Week,10,2.56,101,10/05/2015 - 10/11/2015
Inspect Public Way Survey,09/28/2015,Week,10,3.26,116,09/28/2015 - 10/04/2015
Inspect Public Way Survey,09/21/2015,Week,10,2.22,101,09/21/2015 - 09/27/2015
Inspect Public Way Survey,09/14/2015,Week,10,2.5,114,09/14/2015 - 09/20/2015
Inspect Public Way Survey,09/07/2015,Week,10,2.73,125,09/07/2015 - 09/13/2015
Inspect Public Way Survey,08/31/2015,Week,10,2.42,104,08/31/2015 - 09/06/2015
Inspect Public Way Survey,08/24/2015,Week,10,5.72,113,08/24/2015 - 08/30/2015
Inspect Public Way Survey,08/17/2015,Week,10,2.66,102,08/17/2015 - 08/23/2015
Inspect Public Way Survey,08/10/2015,Week,10,3.73,95,08/10/2015 - 08/16/2015
Inspect Public Way Survey,08/03/2015,Week,10,3.03,108,08/03/2015 - 08/09/2015
Inspect Public Way Survey,07/27/2015,Week,10,3.5,118,07/27/2015 - 08/02/2015
Inspect Public Way Survey,07/20/2015,Week,10,2.69,106,07/20/2015 - 07/26/2015
Inspect Public Way Survey,07/13/2015,Week,10,9.15,113,07/13/2015 - 07/19/2015
Inspect Public Way Survey,07/06/2015,Week,10,6.73,119,07/06/2015 - 07/12/2015
Inspect Public Way Survey,06/29/2015,Week,10,3.68,96,06/29/2015 - 07/05/2015
Inspect Public Way Survey,06/22/2015,Week,10,2.58,96,06/22/2015 - 06/28/2015
Inspect Public Way Survey,06/15/2015,Week,10,5.78,108,06/15/2015 - 06/21/2015
Inspect Public Way Survey,06/08/2015,Week,10,26.42,117,06/08/2015 - 06/14/2015
Inspect Public Way Survey,06/01/2015,Week,10,2.63,141,06/01/2015 - 06/07/2015
Inspect Public Way Survey,05/25/2015,Week,10,3.11,89,05/25/2015 - 05/31/2015
Inspect Public Way Survey,05/18/2015,Week,10,4.3,137,05/18/2015 - 05/24/2015
Inspect Public Way Survey,05/11/2015,Week,10,3.87,153,05/11/2015 - 05/17/2015
Inspect Public Way Survey,05/04/2015,Week,10,8.22,110,05/04/2015 - 05/10/2015
Inspect Public Way Survey,04/27/2015,Week,10,3.56,121,04/27/2015 - 05/03/2015
Inspect Public Way Survey,04/20/2015,Week,10,7.17,175,04/20/2015 - 04/26/2015
Inspect Public Way Survey,04/13/2015,Week,10,2.87,137,04/13/2015 - 04/19/2015
Inspect Public Way Survey,04/06/2015,Week,10,2.43,69,04/06/2015 - 04/12/2015
Inspect Public Way Survey,03/30/2015,Week,10,5.23,116,03/30/2015 - 04/05/2015
Inspect Public Way Survey,03/23/2015,Week,10,10.97,122,03/23/2015 - 03/29/2015
Inspect Public Way Survey,03/16/2015,Week,10,2.89,126,03/16/2015 - 03/22/2015
Inspect Public Way Survey,03/09/2015,Week,10,5.19,106,03/09/2015 - 03/15/2015
Inspect Public Way Survey,03/02/2015,Week,10,8.84,79,03/02/2015 - 03/08/2015
Inspect Public Way Survey,02/23/2015,Week,10,5.14,56,02/23/2015 - 03/01/2015
Inspect Public Way Survey,02/16/2015,Week,10,4.58,62,02/16/2015 - 02/22/2015
Inspect Public Way Survey,02/09/2015,Week,10,4.33,66,02/09/2015 - 02/15/2015
Inspect Public Way Survey,02/02/2015,Week,10,2.86,48,02/02/2015 - 02/08/2015
Inspect Public Way Survey,01/26/2015,Week,10,2.78,83,01/26/2015 - 02/01/2015
Inspect Public Way Survey,01/19/2015,Week,10,2.61,95,01/19/2015 - 01/25/2015
Inspect Public Way Survey,01/12/2015,Week,10,1.87,61,01/12/2015 - 01/18/2015
Inspect Public Way Survey,01/05/2015,Week,10,5.52,85,01/05/2015 - 01/11/2015
Inspect Public Way Survey,12/29/2014,Week,10,5.67,69,12/29/2014 - 01/04/2015
Inspect Public Way Survey,12/22/2014,Week,10,8.95,73,12/22/2014 - 12/28/2014
Inspect Public Way Survey,12/15/2014,Week,10,2.61,75,12/15/2014 - 12/21/2014
Inspect Public Way Survey,12/08/2014,Week,10,7.12,106,12/08/2014 - 12/14/2014
Inspect Public Way Survey,12/01/2014,Week,10,31.43,122,12/01/2014 - 12/07/2014
Inspect Public Way Survey,11/24/2014,Week,10,8.75,88,11/24/2014 - 11/30/2014
Inspect Public Way Survey,11/17/2014,Week,10,8.8,140,11/17/2014 - 11/23/2014
Inspect Public Way Survey,11/10/2014,Week,10,12.12,114,11/10/2014 - 11/16/2014
Inspect Public Way Survey,11/03/2014,Week,10,33.23,202,11/03/2014 - 11/09/2014
Inspect Public Way Survey,10/27/2014,Week,10,2.5,107,10/27/2014 - 11/02/2014
Inspect Public Way Survey,10/20/2014,Week,10,3.94,115,10/20/2014 - 10/26/2014
Inspect Public Way Survey,10/13/2014,Week,10,4.84,125,10/13/2014 - 10/19/2014
Inspect Public Way Survey,10/06/2014,Week,10,6.34,106,10/06/2014 - 10/12/2014
Inspect Public Way Survey,09/29/2014,Week,10,6.45,156,09/29/2014 - 10/05/2014
Inspect Public Way Survey,09/22/2014,Week,10,6.52,116,09/22/2014 - 09/28/2014
Inspect Public Way Survey,09/15/2014,Week,10,5.85,126,09/15/2014 - 09/21/2014
Inspect Public Way Survey,09/08/2014,Week,10,4.88,184,09/08/2014 - 09/14/2014
Inspect Public Way Survey,09/01/2014,Week,10,3.11,70,09/01/2014 - 09/07/2014
Inspect Public Way Survey,08/25/2014,Week,10,2.46,97,08/25/2014 - 08/31/2014
Inspect Public Way Survey,08/18/2014,Week,10,2.73,92,08/18/2014 - 08/24/2014
Inspect Public Way Survey,08/11/2014,Week,10,3.71,117,08/11/2014 - 08/17/2014
Inspect Public Way Survey,08/04/2014,Week,10,3.05,128,08/04/2014 - 08/10/2014
Inspect Public Way Survey,07/28/2014,Week,10,3,130,07/28/2014 - 08/03/2014
Inspect Public Way Survey,07/21/2014,Week,10,3.07,116,07/21/2014 - 07/27/2014
Inspect Public Way Survey,07/14/2014,Week,10,4.42,138,07/14/2014 - 07/20/2014
Inspect Public Way Survey,07/07/2014,Week,10,4.05,132,07/07/2014 - 07/13/2014
Inspect Public Way Survey,06/30/2014,Week,10,3.08,76,06/30/2014 - 07/06/2014
Inspect Public Way Survey,06/23/2014,Week,10,3.48,139,06/23/2014 - 06/29/2014
Inspect Public Way Survey,06/16/2014,Week,10,13.19,182,06/16/2014 - 06/22/2014
Inspect Public Way Survey,06/09/2014,Week,10,4.98,130,06/09/2014 - 06/15/2014
Inspect Public Way Survey,06/02/2014,Week,10,3.61,115,06/02/2014 - 06/08/2014
Inspect Public Way Survey,05/26/2014,Week,10,5.25,123,05/26/2014 - 06/01/2014
Inspect Public Way Survey,05/19/2014,Week,10,3.4,123,05/19/2014 - 05/25/2014
Inspect Public Way Survey,05/12/2014,Week,10,4.98,134,05/12/2014 - 05/18/2014
Inspect Public Way Survey,05/05/2014,Week,10,4.2,99,05/05/2014 - 05/11/2014
Inspect Public Way Survey,04/28/2014,Week,10,4.53,93,04/28/2014 - 05/04/2014
Inspect Public Way Survey,04/21/2014,Week,10,3.83,121,04/21/2014 - 04/27/2014
Inspect Public Way Survey,04/14/2014,Week,10,4.32,134,04/14/2014 - 04/20/2014
Inspect Public Way Survey,04/07/2014,Week,10,3.79,99,04/07/2014 - 04/13/2014
Inspect Public Way Survey,03/31/2014,Week,10,7.94,161,03/31/2014 - 04/06/2014
Inspect Public Way Survey,03/24/2014,Week,10,5.49,122,03/24/2014 - 03/30/2014
Inspect Public Way Survey,03/17/2014,Week,10,4.47,115,03/17/2014 - 03/23/2014
Inspect Public Way Survey,03/10/2014,Week,10,3.37,101,03/10/2014 - 03/16/2014
Inspect Public Way Survey,03/03/2014,Week,10,4.49,68,03/03/2014 - 03/09/2014
Inspect Public Way Survey,02/24/2014,Week,10,3.74,79,02/24/2014 - 03/02/2014
Inspect Public Way Survey,02/17/2014,Week,10,2.7,82,02/17/2014 - 02/23/2014
Inspect Public Way Survey,02/10/2014,Week,10,19.79,44,02/10/2014 - 02/16/2014
Inspect Public Way Survey,02/03/2014,Week,10,8.06,66,02/03/2014 - 02/09/2014
Inspect Public Way Survey,01/27/2014,Week,10,5.36,56,01/27/2014 - 02/02/2014
Inspect Public Way Survey,01/20/2014,Week,10,5.27,71,01/20/2014 - 01/26/2014
Inspect Public Way Survey,01/13/2014,Week,10,3.29,86,01/13/2014 - 01/19/2014
Inspect Public Way Survey,01/06/2014,Week,10,2.17,38,01/06/2014 - 01/12/2014
Inspect Public Way Survey,12/30/2013,Week,10,2.12,41,12/30/2013 - 01/05/2014
Inspect Public Way Survey,12/23/2013,Week,10,2.68,55,12/23/2013 - 12/29/2013
Inspect Public Way Survey,12/16/2013,Week,10,7.99,82,12/16/2013 - 12/22/2013
Inspect Public Way Survey,12/09/2013,Week,10,1.33,60,12/09/2013 - 12/15/2013
Inspect Public Way Survey,12/02/2013,Week,10,2.32,109,12/02/2013 - 12/08/2013
Inspect Public Way Survey,11/25/2013,Week,10,3.83,72,11/25/2013 - 12/01/2013
Inspect Public Way Survey,11/18/2013,Week,10,1.86,99,11/18/2013 - 11/24/2013
Inspect Public Way Survey,11/11/2013,Week,10,2.83,118,11/11/2013 - 11/17/2013
Inspect Public Way Survey,11/04/2013,Week,10,4.06,108,11/04/2013 - 11/10/2013
Inspect Public Way Survey,10/28/2013,Week,10,2.97,111,10/28/2013 - 11/03/2013
Inspect Public Way Survey,10/21/2013,Week,10,2.28,74,10/21/2013 - 10/27/2013
Inspect Public Way Survey,10/14/2013,Week,10,3.17,109,10/14/2013 - 10/20/2013
Inspect Public Way Survey,10/07/2013,Week,10,2.65,115,10/07/2013 - 10/13/2013
Inspect Public Way Survey,09/30/2013,Week,10,3.95,119,09/30/2013 - 10/06/2013
Inspect Public Way Survey,09/23/2013,Week,10,3.35,97,09/23/2013 - 09/29/2013
Inspect Public Way Survey,09/16/2013,Week,10,2.3,108,09/16/2013 - 09/22/2013
Inspect Public Way Survey,09/09/2013,Week,10,2.35,96,09/09/2013 - 09/15/2013
Inspect Public Way Survey,09/02/2013,Week,10,4.02,96,09/02/2013 - 09/08/2013
Inspect Public Way Survey,08/26/2013,Week,10,2.26,107,08/26/2013 - 09/01/2013
Inspect Public Way Survey,08/19/2013,Week,10,3.23,122,08/19/2013 - 08/25/2013
Inspect Public Way Survey,08/12/2013,Week,10,4.89,134,08/12/2013 - 08/18/2013
Inspect Public Way Survey,08/05/2013,Week,10,3.52,108,08/05/2013 - 08/11/2013
Inspect Public Way Survey,07/29/2013,Week,10,2.25,85,07/29/2013 - 08/04/2013
Inspect Public Way Survey,07/22/2013,Week,10,2.57,139,07/22/2013 - 07/28/2013
Inspect Public Way Survey,07/15/2013,Week,10,2.05,116,07/15/2013 - 07/21/2013
Inspect Public Way Survey,07/08/2013,Week,10,3.16,155,07/08/2013 - 07/14/2013
Inspect Public Way Survey,07/01/2013,Week,10,2.17,112,07/01/2013 - 07/07/2013
Inspect Public Way Survey,06/24/2013,Week,10,2.41,107,06/24/2013 - 06/30/2013
Inspect Public Way Survey,06/17/2013,Week,10,1.99,119,06/17/2013 - 06/23/2013
Inspect Public Way Survey,06/10/2013,Week,10,2.92,151,06/10/2013 - 06/16/2013
Inspect Public Way Survey,06/03/2013,Week,10,2.25,96,06/03/2013 - 06/09/2013
Inspect Public Way Survey,05/27/2013,Week,10,4.9,118,05/27/2013 - 06/02/2013
Inspect Public Way Survey,05/20/2013,Week,10,4.68,182,05/20/2013 - 05/26/2013
Inspect Public Way Survey,05/13/2013,Week,10,6.68,119,05/13/2013 - 05/19/2013
Inspect Public Way Survey,05/06/2013,Week,10,2.69,118,05/06/2013 - 05/12/2013
Inspect Public Way Survey,04/29/2013,Week,10,1.88,106,04/29/2013 - 05/05/2013
Inspect Public Way Survey,04/22/2013,Week,10,2.07,108,04/22/2013 - 04/28/2013
Inspect Public Way Survey,04/15/2013,Week,10,1.84,105,04/15/2013 - 04/21/2013
Inspect Public Way Survey,04/08/2013,Week,10,2.21,127,04/08/2013 - 04/14/2013
Inspect Public Way Survey,04/01/2013,Week,10,2.88,112,04/01/2013 - 04/07/2013
Inspect Public Way Survey,03/25/2013,Week,10,2.89,108,03/25/2013 - 03/31/2013
Inspect Public Way Survey,03/18/2013,Week,10,2.29,75,03/18/2013 - 03/24/2013
Inspect Public Way Survey,03/11/2013,Week,10,2.36,106,03/11/2013 - 03/17/2013
Inspect Public Way Survey,03/04/2013,Week,10,2.68,67,03/04/2013 - 03/10/2013
Inspect Public Way Survey,02/25/2013,Week,10,1.76,80,02/25/2013 - 03/03/2013
Inspect Public Way Survey,02/18/2013,Week,10,1.97,98,02/18/2013 - 02/24/2013
Inspect Public Way Survey,02/11/2013,Week,10,1.6,104,02/11/2013 - 02/17/2013
Inspect Public Way Survey,02/04/2013,Week,10,2.77,82,02/04/2013 - 02/10/2013
Inspect Public Way Survey,01/28/2013,Week,10,1.85,96,01/28/2013 - 02/03/2013
Inspect Public Way Survey,01/21/2013,Week,10,3.61,89,01/21/2013 - 01/27/2013
Inspect Public Way Survey,01/14/2013,Week,10,3.15,93,01/14/2013 - 01/20/2013
Inspect Public Way Survey,01/07/2013,Week,10,5.06,81,01/07/2013 - 01/13/2013
Inspect Public Way Survey,12/31/2012,Week,10,6.21,41,12/31/2012 - 01/06/2013
Inspect Public Way Survey,12/24/2012,Week,10,3.9,60,12/24/2012 - 12/30/2012
Inspect Public Way Survey,12/17/2012,Week,10,2.28,90,12/17/2012 - 12/23/2012
Inspect Public Way Survey,12/10/2012,Week,10,2.94,117,12/10/2012 - 12/16/2012
Inspect Public Way Survey,12/03/2012,Week,10,3.57,118,12/03/2012 - 12/09/2012
Inspect Public Way Survey,11/26/2012,Week,10,4.12,131,11/26/2012 - 12/02/2012
Inspect Public Way Survey,11/19/2012,Week,10,3.11,105,11/19/2012 - 11/25/2012
